0,0.0102013201320132
1,0.013298679867986801
2,0.016351485148514852
3,0.02155940594059406
4,0.024582508250825086
5,0.025572607260726077
6,0.024681518151815185
7,0.0418993399339934
8,0.034627062706270625
9,0.03567986798679868
10,0.042458745874587464
11,0.040105610561056104
12,0.045191419141914185
13,0.05425907590759076
14,0.06331023102310232
15,0.06672277227722773
16,0.073990099009901
17,0.08488448844884489
18,0.10453135313531353
19,0.10735478547854786
20,0.116493399339934
21,0.11963201320132014
22,0.1192079207920792
23,0.1340792079207921
24,0.14512211221122112
25,0.13641749174917495
26,0.14047359735973597
27,0.14163861386138615
28,0.15053135313531354
29,0.1539009900990099
30,0.15856105610561055
31,0.156
32,0.1304884488448845
33,0.1305924092409241
34,0.11760561056105612
35,0.1652937293729373
36,0.17855445544554455
37,0.18374587458745875
38,0.19482178217821783
39,0.1685775577557756
40,0.1625990099009901
41,0.16001980198019802
42,0.09818976897689771
43,0.08107260726072607
44,0.0796996699669967
45,0.07902805280528052
46,0.07241584158415841
