0,0.5000000000000001
1,0.5134594885347923
2,0.4798107671978117
3,0.5581256704876312
4,0.5692828780888406
5,0.5520689006469748
6,0.41159048030908635
7,0.5810041057837287
8,0.6044901005400085
9,0.6127217379221259
10,0.5169347383127986
11,0.5309794220012775
12,0.5464510879471873
13,0.5086342511301205
14,0.4945585162142172
15,0.4686669995163145
16,0.499596833561716
17,0.5106091423629098
18,0.4624526374920135
19,0.45144032869081985
20,0.44128826434008134
21,0.42168953515623286
22,0.42168953515623286
23,0.41531398795554175
24,0.444520186824505
25,0.6298939429521593
26,0.6510365945577484
27,0.7614876944275847
28,0.8173607109444968
29,0.8561179422588111
30,0.8790983455479994
31,0.9108419162463335
32,0.9186691265019511
33,0.9002474970317724
34,0.9521474155557612
35,0.9400338758744482
36,0.9402025083997341
37,0.9397037624194112
38,0.9347110355123481
39,0.9386276424156433
40,0.9386276424156433
41,0.9401268826534793
42,0.955096361459993
43,0.957624624101129
44,0.9707661283249291
45,0.9707661283249291
46,0.9720087778374475
47,0.9624366104427788
48,0.8430815265351995
