0,0.5
1,0.5
2,0.5676283375975895
3,0.5997564685429393
4,0.5780595489434822
5,0.5780595489434822
6,0.569698409508022
7,0.594742771611181
8,0.7049900584219897
9,0.6970878738126586
10,0.6488360533048825
11,0.6269305094785075
12,0.6419514538165932
13,0.6529668129978561
14,0.6709496339143923
15,0.670509792434682
16,0.6832590507463289
17,0.6832590507463289
18,0.6885548965065514
19,0.6732499575794437
20,0.6732499575794437
21,0.676921743973198
22,0.6960786054978171
23,0.5976716618653056
24,0.6197192128865762
25,0.5893579527564207
26,0.6584094569533026
27,0.6613664908051218
28,0.6402652323308309
29,0.640592602581155
30,0.6593792564441175
31,0.6361246092836738
32,0.5876199763901828
33,0.5704350143308414
34,0.5697204559167814
35,0.33444777522790675
36,0.33444777522790675
37,0.3180107870803429
38,0.3036361401329165
39,0.4791434533582278
40,0.4768071643723597
41,0.44845934496177964
42,0.4053891493378986
43,0.326832250816134
44,0.2147420235821306
45,0.2944672598096852
46,0.17879532637831042
47,0.2906403646173271
